row,sample
13509,development
13510,holdout
13511,development
13512,development
13513,development
13514,development
13515,development
13516,holdout
13517,development
13518,development
13519,development
13520,development
13521,holdout
13522,development
13523,development
13524,development
13525,holdout
13526,development
13527,holdout
13528,holdout
13529,development
13530,development
13531,development
13532,development
13533,development
13534,holdout
13535,development
13536,development
13537,holdout
13538,holdout
13539,development
13540,holdout
13541,development
13542,development
13543,development
13544,development
13545,holdout
13546,development
13547,development
13548,development
13549,development
13550,development
13551,holdout
13552,development
13553,development
13554,development
13555,development
13556,development
13557,development
13558,development
13559,development
13560,development
13561,development
13562,holdout
13563,development
13564,development
13565,holdout
13566,holdout
13567,development
13568,holdout
13569,development
13570,development
13571,holdout
13572,development
13573,development
13574,development
13575,development
13576,holdout
13577,development
13578,development
13579,development
13580,development
13581,development
13582,development
13583,development
13584,development
13585,holdout
13586,development
13587,development
13588,holdout
13589,development
13590,development
13591,holdout
13592,holdout
13593,development
13594,development
13595,development
13596,development
13597,development
13598,holdout
13599,development
13600,development
13601,development
13602,development
13603,development
13604,development
13605,development
13606,holdout
13607,development
13608,development
13609,development
13610,development
13611,holdout
13612,development
13613,holdout
13614,development
13615,development
13616,holdout
13617,holdout
13618,development
13619,development
13620,holdout
13621,development
13622,development
13623,development
13624,holdout
13625,development
13626,development
13627,development
13628,development
13629,development
13630,development
13631,development
13632,development
13633,development
13634,development
13635,holdout
13636,holdout
13637,holdout
13638,holdout
13639,development
13640,development
13641,development
13642,development
13643,holdout
13644,development
13645,holdout
13646,development
13647,holdout
13648,development
13649,holdout
13650,development
13651,holdout
13652,development
13653,development
13654,development
13655,development
13656,holdout
13657,development
13658,holdout
13659,holdout
13660,development
13661,holdout
13662,development
